Initial configuration for Stockmayer fluid with two ions

1002  atoms
0  bonds
0  angles
0  dihedrals
0  impropers

3  atom types
0  bond types
0  angle types
0  dihedral types
0  improper types

0.00 10.3464 xlo xhi
0.00 10.3464 ylo yhi
0.00 10.3464 zlo zhi

Atoms

1 1 7.503304 6.532767 0.601909 0.0 0.0 0.0 0.0 1.0 1.0
2 1 3.102664 2.116824 9.834289 0.0 0.0 0.0 0.0 1.0 1.0
3 1 2.013032 1.86287 4.284075 0.0 0.0 0.0 0.0 1.0 1.0
4 1 7.995092 8.180818 5.482955 0.0 0.0 0.0 0.0 1.0 1.0
5 1 0.500646 3.398697 2.087469 0.0 0.0 0.0 0.0 1.0 1.0
6 1 8.619003 4.418467 2.324514 0.0 0.0 0.0 0.0 1.0 1.0
7 1 8.953856 6.069235 6.29839 0.0 0.0 0.0 0.0 1.0 1.0
8 1 7.850707 2.339067 0.803461 0.0 0.0 0.0 0.0 1.0 1.0
9 1 5.958187 5.5185 7.910085 0.0 0.0 0.0 0.0 1.0 1.0
10 1 5.082491 4.538092 2.866534 0.0 0.0 0.0 0.0 1.0 1.0
11 1 2.242821 0.5 1.493949 0.0 0.0 0.0 0.0 1.0 1.0
12 1 4.87905 1.466793 3.723452 0.0 0.0 0.0 0.0 1.0 1.0
13 1 3.340335 2.847643 4.10005 0.0 0.0 0.0 0.0 1.0 1.0
14 1 4.443785 0.603438 4.834376 0.0 0.0 0.0 0.0 1.0 1.0
15 1 6.132508 5.362353 0.532258 0.0 0.0 0.0 0.0 1.0 1.0
16 1 7.250053 4.160572 6.022471 0.0 0.0 0.0 0.0 1.0 1.0
17 1 2.927793 7.367733 4.049714 0.0 0.0 0.0 0.0 1.0 1.0
18 1 2.791409 9.081825 1.977153 0.0 0.0 0.0 0.0 1.0 1.0
19 1 5.19417 2.844396 9.8464 0.0 0.0 0.0 0.0 1.0 1.0
20 1 6.441182 0.608691 6.6876 0.0 0.0 0.0 0.0 1.0 1.0
21 1 4.422305 6.096753 7.897201 0.0 0.0 0.0 0.0 1.0 1.0
22 1 8.078977 1.439592 1.176858 0.0 0.0 0.0 0.0 1.0 1.0
23 1 7.09111 6.646654 5.554732 0.0 0.0 0.0 0.0 1.0 1.0
24 1 0.5 1.550642 6.65557 0.0 0.0 0.0 0.0 1.0 1.0
25 1 4.623454 1.989162 4.669163 0.0 0.0 0.0 0.0 1.0 1.0
26 1 2.058549 4.798437 7.287276 0.0 0.0 0.0 0.0 1.0 1.0
27 1 0.500076 3.51407 0.500175 0.0 0.0 0.0 0.0 1.0 1.0
28 1 1.573395 3.016554 0.49981 0.0 0.0 0.0 0.0 1.0 1.0
29 1 4.258493 9.124541 5.302223 0.0 0.0 0.0 0.0 1.0 1.0
30 1 1.322734 2.131666 2.383908 0.0 0.0 0.0 0.0 1.0 1.0
31 1 3.200248 9.02356 7.136531 0.0 0.0 0.0 0.0 1.0 1.0
32 1 9.163626 9.846269 5.009316 0.0 0.0 0.0 0.0 1.0 1.0
33 1 2.900863 5.202509 9.8464 0.0 0.0 0.0 0.0 1.0 1.0
34 1 8.746969 1.158666 2.978592 0.0 0.0 0.0 0.0 1.0 1.0
35 1 9.846458 9.779225 2.283761 0.0 0.0 0.0 0.0 1.0 1.0
36 1 0.49995 8.965673 1.38562 0.0 0.0 0.0 0.0 1.0 1.0
37 1 6.992926 0.862307 2.505785 0.0 0.0 0.0 0.0 1.0 1.0
38 1 6.840022 3.131468 5.067019 0.0 0.0 0.0 0.0 1.0 1.0
39 1 3.169701 7.946038 8.326148 0.0 0.0 0.0 0.0 1.0 1.0
40 1 2.890558 2.117092 7.817894 0.0 0.0 0.0 0.0 1.0 1.0
41 1 9.846976 2.977734 4.725966 0.0 0.0 0.0 0.0 1.0 1.0
42 1 1.399914 5.083861 4.988786 0.0 0.0 0.0 0.0 1.0 1.0
43 1 7.292868 4.090125 5.025867 0.0 0.0 0.0 0.0 1.0 1.0
44 1 5.908037 4.819712 2.364446 0.0 0.0 0.0 0.0 1.0 1.0
45 1 3.287535 0.877686 9.8464 0.0 0.0 0.0 0.0 1.0 1.0
46 1 7.673865 7.675038 2.109215 0.0 0.0 0.0 0.0 1.0 1.0
47 1 6.653488 4.674893 1.42251 0.0 0.0 0.0 0.0 1.0 1.0
48 1 2.900014 0.500089 5.328258 0.0 0.0 0.0 0.0 1.0 1.0
49 1 7.470987 4.095523 1.440125 0.0 0.0 0.0 0.0 1.0 1.0
50 1 6.31026 4.564597 6.172981 0.0 0.0 0.0 0.0 1.0 1.0
51 1 5.04748 7.56563 5.989867 0.0 0.0 0.0 0.0 1.0 1.0
52 1 4.194934 4.909649 6.313586 0.0 0.0 0.0 0.0 1.0 1.0
53 1 9.019283 3.589195 2.928083 0.0 0.0 0.0 0.0 1.0 1.0
54 1 1.329882 7.172461 6.825221 0.0 0.0 0.0 0.0 1.0 1.0
55 1 3.714345 7.980502 3.011998 0.0 0.0 0.0 0.0 1.0 1.0
56 1 2.957878 3.9014 5.500395 0.0 0.0 0.0 0.0 1.0 1.0
57 1 2.743163 4.510787 3.230279 0.0 0.0 0.0 0.0 1.0 1.0
58 1 9.504587 2.153891 9.8464 0.0 0.0 0.0 0.0 1.0 1.0
59 1 7.226873 5.293254 6.823064 0.0 0.0 0.0 0.0 1.0 1.0
60 1 0.5 2.163446 0.5 0.0 0.0 0.0 0.0 1.0 1.0
61 1 9.25238 8.097079 6.159797 0.0 0.0 0.0 0.0 1.0 1.0
62 1 6.560845 1.328688 4.56693 0.0 0.0 0.0 0.0 1.0 1.0
63 1 9.400254 5.33203 9.846372 0.0 0.0 0.0 0.0 1.0 1.0
64 1 5.948447 6.528097 8.508934 0.0 0.0 0.0 0.0 1.0 1.0
65 1 3.893765 6.633964 4.437031 0.0 0.0 0.0 0.0 1.0 1.0
66 1 9.824367 3.414419 2.361461 0.0 0.0 0.0 0.0 1.0 1.0
67 1 6.084233 1.423909 3.529465 0.0 0.0 0.0 0.0 1.0 1.0
68 1 0.953675 9.8464 8.904018 0.0 0.0 0.0 0.0 1.0 1.0
69 1 4.855774 4.844184 8.925314 0.0 0.0 0.0 0.0 1.0 1.0
70 1 1.638087 8.206755 9.085157 0.0 0.0 0.0 0.0 1.0 1.0
71 1 2.622414 1.44328 7.129472 0.0 0.0 0.0 0.0 1.0 1.0
72 1 9.845386 4.411771 2.291099 0.0 0.0 0.0 0.0 1.0 1.0
73 1 6.620823 8.276457 9.232576 0.0 0.0 0.0 0.0 1.0 1.0
74 1 9.430223 6.547678 5.560718 0.0 0.0 0.0 0.0 1.0 1.0
75 1 8.900689 8.208918 3.222667 0.0 0.0 0.0 0.0 1.0 1.0
76 1 8.619641 0.740669 1.641349 0.0 0.0 0.0 0.0 1.0 1.0
77 1 7.817239 2.54447 4.715247 0.0 0.0 0.0 0.0 1.0 1.0
78 1 9.846435 9.243702 0.496488 0.0 0.0 0.0 0.0 1.0 1.0
79 1 9.033172 2.441848 1.010623 0.0 0.0 0.0 0.0 1.0 1.0
80 1 0.783322 8.387014 7.696546 0.0 0.0 0.0 0.0 1.0 1.0
81 1 3.578785 8.865848 1.21205 0.0 0.0 0.0 0.0 1.0 1.0
82 1 4.557333 7.204645 5.093068 0.0 0.0 0.0 0.0 1.0 1.0
83 1 6.83137 3.326854 1.445742 0.0 0.0 0.0 0.0 1.0 1.0
84 1 5.901134 6.595214 4.129918 0.0 0.0 0.0 0.0 1.0 1.0
85 1 6.949343 2.648148 0.500015 0.0 0.0 0.0 0.0 1.0 1.0
86 1 0.5 6.188448 2.583923 0.0 0.0 0.0 0.0 1.0 1.0
87 1 8.830894 0.753889 4.646008 0.0 0.0 0.0 0.0 1.0 1.0
88 1 5.193302 6.40453 9.84522 0.0 0.0 0.0 0.0 1.0 1.0
89 1 8.123348 3.147137 3.978272 0.0 0.0 0.0 0.0 1.0 1.0
90 1 4.012687 8.248121 2.000779 0.0 0.0 0.0 0.0 1.0 1.0
91 1 1.129653 6.962011 5.242919 0.0 0.0 0.0 0.0 1.0 1.0
92 1 4.155236 0.5 8.1783 0.0 0.0 0.0 0.0 1.0 1.0
93 1 8.361734 4.315467 5.821451 0.0 0.0 0.0 0.0 1.0 1.0
94 1 3.238843 5.272631 7.683389 0.0 0.0 0.0 0.0 1.0 1.0
95 1 5.273634 4.536514 4.612262 0.0 0.0 0.0 0.0 1.0 1.0
96 1 2.573352 9.8464 7.262645 0.0 0.0 0.0 0.0 1.0 1.0
97 1 2.909333 4.48681 8.362783 0.0 0.0 0.0 0.0 1.0 1.0
98 1 5.125072 4.054478 1.235465 0.0 0.0 0.0 0.0 1.0 1.0
99 1 0.51024 1.348937 1.951261 0.0 0.0 0.0 0.0 1.0 1.0
100 1 4.03218 2.784614 3.323233 0.0 0.0 0.0 0.0 1.0 1.0
101 1 6.382951 9.082994 6.577791 0.0 0.0 0.0 0.0 1.0 1.0
102 1 1.53716 4.850387 2.154105 0.0 0.0 0.0 0.0 1.0 1.0
